Messages,Sentiment
"EVERY DAY 30/40RSSINCE 6/7 DAYS IF CONTINUES NON STOP THEN WHAT IS THE USE OF GOOD RESULTS,INFY WAS TO ACHIEVE 10LK MKT CAPITALISATION IS NOW FAR FAR LOW IN MKT CAP",
SO BRO WHAT IS CORRECT ENTRY POINT WHY SHOWING YOUR SJILLS,
THE FELLA WHO WAS TELLING LUTIYA DUB GAYI NADI ME APNI LUTIYA PAKADNE KUDA HAI,
Infoysis declared WORLDs fastest growing IT company .BUY BUY BUY BUY.......... for 1942 Feb expiry. Heavy short coverings from tomorrow.,
"In US, IT companies shares have started moving up today. Many have gone up by more than 3%. Infosys has gone down from 1934 to 1720 in just 5 trading session. Good gap up opening is expected tomorrow.",
INFOSYS BUY ON EVERY DIP AND ADD IN PORTFOLIO IT WILL GIVE GOOD RETURN IN UPCOMING DAYS,
There was huge short built-up in Infosys Future during last 6 trading session. Long build-up will start from tomorrow followed by short covering. Will regain all time high during Feb expiry.,
The Infosys named at Rank 3 in the world fastest growing IT Company. This news will change the sentiments in Infosys.,
an upward trend in earnings estimate revisions that INFY has been witnessing lately can certainly be considered a bullish indicator on the fundamental side. Thats because empirical research shows that trends in earnings estimate revisions a...&nbsp,
I have seen a website:- www IntradayAFL com It developed system to show live buy sell signals with Pop Up text alert & Voice Alert on calls. Also you can view free buy sell charts.,
"U.S. stocks posted their worst week since 2020 last week, and the MSCI index is on course for its biggest monthly drop since the COVID-19 pandemic hit markets in March 2020, though analysts at Goldman Sachs said equities had not reached ""da...&nbsp",
Market always gives superb return to long term holders so fill ur portfolio with long term stocks.,
"It appears heavy buying is happening in IT stocks viz. infosys, TCS, Techmahendra, HCL etc, as these stocks have corrected a lot in one week. May be next week, these stocks may go up, as IT sector has given a very good Q3 result.",
this stock can go up very quickly from these levels target Rs.820,
Fundamentally strong stock add at every dips for long term,
ICICI is getting strong fundamental signals it will beat the impact what is currently set by HDFC. To know exact target value v.gd/GjmAyK,
ICICIBANK GOOD FUNDAMENTAL CMP 781 TGT 800-850-900 SL 760 FOR MORE AT v.gd/2OfFD6,
ICICI is getting strong fundamental signals it will beat the impact what is currently set by HDFC. To know exact target value v.gd/GjmAyK,
............icici bank is good to buy at current levels..........Friday ....v have given ..... Buy coforge pe 4400 at 128 for Trgt of 168 ..177 touched....... hit the target.......40 points per lot profit....... gained 4500 per lot.......jo...&nbsp,
ICICI ADR Closed with positive note. Lets hope ICICI will have good move on monday,
"Intimation regarding Loss of share certificates and issue of duplicate share certificate of ICICI Bank Limited pursuant to SEBI Regulations, 2015",
"Never exaggerate, especially bad news.",
Capitalism would make some people rich. Socialism would make everyone poor.,
Selling an investment is like buying oneyou have to make sure it is in line with your investing and financial goals.,
"Buy bpcl 318 and target will be 330/350 looking good pick , For AnyTips OrHelp wtzp... 73OO7 :311 :44",
"Buy beml cmp 1893 and next tgt 2000/2100 soon , for any helpOrTips wtzp.. 73OO73 :11:44",
Have an opinion on this news? Post your comment here.,
Have an opinion on this news? Post your comment here.,
icici bank would be the highest roe and roce generated company going forward.,
Fundamentally strong stock add at every dips for long term for more... Queen of future,
"This is best stock to buy at this rate for target of 830 for feb 2022 , result are good and fundamentally very strong on all aspect",
Fundamentally strong stock add at every dips for long term,
now say something about this garbage ... dont give high targets for this... because i am already stuck in it badly...no chance for recovery before 810.,
Selling an investment is like buying oneyou have to make sure it is in line with your investing and financial goals.,
"Buy bpcl 318 and target will be 330/350 looking good pick , For AnyTips OrHelp wtzp... 73OO7 :311 :44",
"Buy beml cmp 1893 and next tgt 2000/2100 soon , for any helpOrTips wtzp.. 73OO73 :11:44",
Have an opinion on this news? Post your comment here.,
Have an opinion on this news? Post your comment here.,
icici bank would be the highest roe and roce generated company going forward.,
Fundamentally strong stock add at every dips for long term for more... Queen of future,
"This is best stock to buy at this rate for target of 830 for feb 2022 , result are good and fundamentally very strong on all aspect",
Fundamentally strong stock add at every dips for long term,
now say something about this garbage ... dont give high targets for this... because i am already stuck in it badly...no chance for recovery before 810.,
Selling an investment is like buying oneyou have to make sure it is in line with your investing and financial goals.,
"Buy bpcl 318 and target will be 330/350 looking good pick , For AnyTips OrHelp wtzp... 73OO7 :311 :44",
"Buy beml cmp 1893 and next tgt 2000/2100 soon , for any helpOrTips wtzp.. 73OO73 :11:44",
Have an opinion on this news? Post your comment here.,
Have an opinion on this news? Post your comment here.,
icici bank would be the highest roe and roce generated company going forward.,
Fundamentally strong stock add at every dips for long term for more... Queen of future,
"This is best stock to buy at this rate for target of 830 for feb 2022 , result are good and fundamentally very strong on all aspect",
Fundamentally strong stock add at every dips for long term,
now say something about this garbage ... dont give high targets for this... because i am already stuck in it badly...no chance for recovery before 810.,
Selling an investment is like buying oneyou have to make sure it is in line with your investing and financial goals.,
"Buy bpcl 318 and target will be 330/350 looking good pick , For AnyTips OrHelp wtzp... 73OO7 :311 :44",
"Buy beml cmp 1893 and next tgt 2000/2100 soon , for any helpOrTips wtzp.. 73OO73 :11:44",
Have an opinion on this news? Post your comment here.,
Have an opinion on this news? Post your comment here.,
icici bank would be the highest roe and roce generated company going forward.,
Fundamentally strong stock add at every dips for long term for more... Queen of future,
"This is best stock to buy at this rate for target of 830 for feb 2022 , result are good and fundamentally very strong on all aspect",
Fundamentally strong stock add at every dips for long term,
now say something about this garbage ... dont give high targets for this... because i am already stuck in it badly...no chance for recovery before 810.,
"stock market recommendations - Dreamz Capital in group, ek bar work check krna",
BUY ICICI BANK AT 795 TGT 807 SL 791 MORE CALLSS AT v.gd/OoveCX ON TELEEGRAAM,
ICICI bank will be bullish if it breaks the resistance level. To know exact entry and exit level for more info v.gd/GjmAyK,
....buy ICICI Bank fut 797-792 cbsl 784 target 812-817-822......,
Buy Whirlpool India .But why?? 1).MNC company incorporated in 1911 and doing business in India since 1960. USA promoter holding 75% stake.2)US parent company is around life high and this is down 40% from the top of 2787 at 1800 which is nea...&nbsp,
Centrum capital a company to watch as it got Small Bank license. Good growth opportunity.,
ICICI is getting strong fundamental signals it will beat the impact what is currently set by HDFC. To know exact target value v.gd/GjmAyK,
TODAY GOOD MOMETUM IN BANKING SECTOR AND GOOD MOMENTUM KEEP TGT AROUND 810 - 825- 850 SL 750,
TODAY GOOD MOMETUM IN BANKING SECTOR AND GOOD MOMENTUM KEEP TGT AROUND 810 - 825- 850 SL 750,
ICICI bank will be bullish if it breaks the resistance level. To know exact entry and exit level for more info v.gd/GjmAyK,
ICICI is getting strong fundamental signals it will beat the impact what is currently set by HDFC. To know exact target value v.gd/GjmAyK,
Best time for investment in pharma more detls. DONT MISS THIS TIME.. Queen of future,
"Inspite of good result, Icicibank has gone down.This is when many analysts have given buy recommendation. This is pure operators play to catch investors off-guard. Meanwhile almost all banks have gone up. Now it is ready to spurt anytime. E...&nbsp",
air india handover tata sons big positive for market we will see bounce again in market nifty may be try to come in positive,
Buy ICIC Bank as it is heading to Rs.900 as Q3 result was outstanding and as earnings growth visibility is robust. The target of Rs.950 holds for ICICI Bank.,
if short seller start to cover their short nifty will easily move 200 points without hurdle major resistance at 17500 and i think today we will see once 17500 end of continuous selling in indian market,
at present alone banknifty pull market wait to move other sectors also we will see fresh short covering rally i want by hook or cook once market come in positive then see real short covering all bulls are completely empty blank and short se...&nbsp,
yet till banknifty lead market but soon i believe nifty may be out perform as per short covering in different stocks monthly expiry . we may see 1-2 % bounce in nifty chart,
"reliance ,L & T start recovery and banknifty as per my call out perform , enjoy profit but yet till magic remain as per my call we will see sharp short covering rally in market we may see 17500 levels as per whole month data huge short cove...&nbsp",
Market tumbles 2% but foreign brokerages raise target price of these 5,
"The stock has been running in correction mode for the last five trading sessions. Primary trend of the stock has been bullish with higher tops and higher bottoms. It is placed above all important moving averages, which indicates bullish tre...&nbsp",
"We expect its loan book to grow at CAGR of 19% over FY21-23E, led by technology initiatives. The credit cost normalization is underway. We estimate return ratio ROA/ROE of 1.9% and 15.8% in FY22E. We value the standalone entity at 3.3xFY23E...&nbsp",
"ICICI Bank : Intra Day Target 796, buy buy buy call given today for very good intra day gains in this counter.",
buy buy BHEL now with target of Rs.75 expected in coming week,
Utilize all the dips to buy and hold for a month . Upmove guaranteed in a two days . TARGET is 18000 and 18600 .,
Recovery in Nifty to start in a two days up move to 18000 and 19000 in February . Avoid intraday .Buy and hold a month .,
